"_system_object_id","_id","T_Chronologie","T_ChronologieDatMin","T_ChronologieDatMax","T_ChronologieTimespanFrom","T_ChronologieTimespanTo"
"114375","19731","Anfrage 1966/1967","01.01.1966","31.12.1967","1966","1967"
"114377","19733","Vorprojekt 1995","01.01.1995","31.12.1995","1995","1995"
"114378","19734","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"114379","19735","Vorprojekt 1977/1978","01.01.1977","31.12.1978","1977","1978"
"114380","19736","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"114381","19737","Anfrage 1994/1995","01.01.1994","31.12.1995","1994","1995"
"114384","19740","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"114385","19741","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"114386","19742","Vorprojekt 1982","01.01.1982","31.12.1982","1982","1982"
"114387","19743","Anfrage 1996","01.01.1996","31.12.1996","1996","1996"
"114388","19744","Offerte 1967","01.01.1967","31.12.1967","1967","1967"
"114389","19745","Anfrage 1999","01.01.1999","31.12.1999","1999","1999"
"114390","19746","Vorschlag 1964/1965","01.01.1964","31.12.1965","1964","1965"
"114443","19799","Vorschlag 1964","01.01.1964","31.12.1964","1964","1964"
"114445","19801","Vorprojekt 1989/1997","01.01.1989","31.12.1997","1989","1997"
"114446","19802","geplant 1972","01.01.1972","31.12.1972","1972","1972"
"114447","19803","Projekt 1952","01.01.1952","31.12.1952","1952","1952"
"114449","19805","datiert 1984","01.01.1984","31.12.1984","1984","1984"
"114451","19807","Vorprojekt 1995","01.01.1995","31.12.1995","1995","1995"
"114453","19809","Vorprojekt 1981/1982; nicht ausgeführt","01.01.1981","31.12.1982","1981","1982"
"114454","19810","Vorprojekt 1963","01.01.1963","31.12.1963","1963","1963"
"114456","19812","Vorprojekt 1985","01.01.1985","31.12.1985","1985","1985"
"114458","19814","Anfrage 1991","01.01.1991","31.12.1991","1991","1991"
"114459","19815","Vorschlag 1966","01.01.1966","31.12.1966","1966","1966"
"114460","19816","Vorprojekt 1962","01.01.1962","31.12.1962","1962","1962"
"114462","19818","Vorprojekt 1972","01.01.1972","31.12.1972","1972","1972"
"114464","19820","Vorprojekt 1980","01.01.1980","31.12.1980","1980","1980"
"114465","19821","Expertise 1982","01.01.1982","31.12.1982","1982","1982"
"114466","19822","Vorprojekt 1982","01.01.1982","31.12.1982","1982","1982"
"114467","19823","Vorprojekt 1984","01.01.1984","31.12.1984","1984","1984"
"114468","19824","Vorprojekt 1971","01.01.1971","31.12.1971","1971","1971"
"114469","19825","Vorprojekt 1965","01.01.1965","31.12.1965","1965","1965"
"114470","19826","Kontakt 1964","01.01.1964","31.12.1964","1964","1964"
"114471","19827","Vorprojekt 1968","01.01.1968","31.12.1968","1968","1968"
"114472","19828","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"114473","19829","Vorprojekt 1963","01.01.1963","31.12.1963","1963","1963"
"114474","19830","Vorprojekt 1971","01.01.1971","31.12.1971","1971","1971"
"114475","19831","Vorprojekt 1981/1984","01.01.1981","31.12.1984","1981","1984"
"114476","19832","Sanierung 1980/1981","01.01.1980","31.12.1981","1980","1981"
"114477","19833","Vorprojekt 1991","01.01.1991","31.12.1991","1991","1991"
"114479","19835","Projekt(e) 1963/1964","01.01.1963","31.12.1964","1963","1964"
"114480","19836","Vorprojekt 1983/1984","01.01.1983","31.12.1984","1983","1984"
"114481","19837","Projekt(e) 1974/1975","01.01.1974","31.12.1975","1974","1975"
"114484","19840","Vorschlag 1966","01.01.1966","31.12.1966","1966","1966"
"114485","19841","Wettbewerb 1974, Vorprojekt 1975","01.01.1974","31.12.1975","1974","1975"
"114487","19843","Vorprojekt 1975","01.01.1975","31.12.1975","1975","1975"
"114488","19844","Anfrage 1964","01.01.1964","31.12.1964","1964","1964"
"114543","19899","Vorprojekt 1977","01.01.1977","31.12.1977","1977","1977"
"114544","19900","Anfrage 1979","01.01.1979","31.12.1979","1979","1979"
"114545","19901","Vorprojekt 2001; Projekt 2002","01.01.2001","31.12.2002","2001","2002"
"114546","19902","Projekt 1984","01.01.1984","31.12.1984","1984","1984"
"114547","19903","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"114548","19904","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"114549","19905","Vorschlag 1967","01.01.1967","31.12.1967","1967","1967"
"114550","19906","Vorschlag 1966","01.01.1966","31.12.1966","1966","1966"
"114551","19907","Anfrage 1967","01.01.1967","31.12.1967","1967","1967"
"114552","19908","statische Berechnung 2001","01.01.2001","31.12.2001","2001","2001"
"114553","19909","Vorprojekt 1980","01.01.1980","31.12.1980","1980","1980"
"114554","19910","Vorprojekt 1974","01.01.1974","31.12.1974","1974","1974"
"114555","19911","Anfrage 1999","01.01.1999","31.12.1999","1999","1999"
"114557","19913","Vorprojekt 1991","01.01.1991","31.12.1991","1991","1991"
"114558","19914","Anfrage 1988","01.01.1988","31.12.1988","1988","1988"
"114559","19915","Vorprojekt 1971","01.01.1971","31.12.1971","1971","1971"
"114560","19916","Anfrage 1996","01.01.1996","31.12.1996","1996","1996"
"114561","19917","Ideenwettbewerb 1969/1970: keine Auszeichnung","01.01.1969","31.12.1970","1969","1970"
"114562","19918","Anfrage 1965","01.01.1965","31.12.1965","1965","1965"
"114563","19919","Anfrage 1980/1999","01.01.1980","31.12.1999","1980","1999"
"114564","19920","Vorprojekt 1994","01.01.1994","31.12.1994","1994","1994"
"114565","19921","Vorprojekt 1985","01.01.1985","31.12.1985","1985","1985"
"114566","19922","Anfrage 1976","01.01.1976","31.12.1976","1976","1976"
"114567","19923","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"114568","19924","Vorprojekt 1963","01.01.1963","31.12.1963","1963","1963"
"114569","19925","Projekt 1972/1973; nicht ausgeführt","01.01.1972","31.12.1973","1972","1973"
"114571","19927","Anfrage 1998","01.01.1998","31.12.1998","1998","1998"
"114572","19928","Vorprojekt 1982","01.01.1982","31.12.1982","1982","1982"
"114573","19929","Vorprojekt 1963","01.01.1963","31.12.1963","1963","1963"
"114574","19930","Anfrage 1971/1972","01.01.1971","31.12.1972","1971","1972"
"114575","19931","Vorprojekt 1955","01.01.1955","31.12.1955","1955","1955"
"114576","19932","Vorprojekt 2001","01.01.2001","31.12.2001","2001","2001"
"114578","19934","Projekt 1975","01.01.1975","31.12.1975","1975","1975"
"114580","19936","Anfrage 1979/1980","01.01.1979","31.12.1980","1979","1980"
"114581","19937","Vorprojekt 1984","01.01.1984","31.12.1984","1984","1984"
"114582","19938","Vorprojekt 1973/1974","01.01.1973","31.12.1974","1973","1974"
"114583","19939","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"114585","19941","Vorprojekt 1965","01.01.1965","31.12.1965","1965","1965"
"114587","19943","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"114589","19945","Anfrage 1977","01.01.1977","31.12.1977","1977","1977"
"114590","19946","Projektwettbewerb 1968/1969: Nr. 38, «Schalebad», Ankauf; nicht ausgeführt","01.01.1968","","1968",""
"114646","20002","Projektwettbewerb 1969: «Changins 123457», 6. Preis","01.01.1969","31.12.1969","1969","1969"
"114647","20003","Anfrage 1971","01.01.1971","31.12.1971","1971","1971"
"114651","20007","Vorprojekt 1980/1982","01.01.1980","31.12.1982","1980","1982"
"114652","20008","Projekt 1976","01.01.1976","31.12.1976","1976","1976"
"114654","20010","Vorprojekt 1982","01.01.1982","31.12.1982","1982","1982"
"114655","20011","Anfrage 1977","01.01.1977","31.12.1977","1977","1977"
"114656","20012","Anfrage 1978","01.01.1978","31.12.1978","1978","1978"
"114658","20014","Projekt 1966","01.01.1966","31.12.1966","1966","1966"
"114659","20015","Vorprojekt 1990","01.01.1990","31.12.1990","1990","1990"
"114660","20016","Vorprojekt 1975","01.01.1975","31.12.1975","1975","1975"
"114661","20017","Vorprojekt 1974/1975","01.01.1974","31.12.1975","1974","1975"
"114662","20018","Vorprojekt 1971","01.01.1971","31.12.1971","1971","1971"
"114663","20019","Anfrage 2009","01.01.2009","31.12.2009","2009","2009"
"114664","20020","Anfrage 1976","01.01.1976","31.12.1976","1976","1976"
"114665","20021","Anfrage 1990","01.01.1990","31.12.1990","1990","1990"
"114666","20022","Expertise 1977","01.01.1977","31.12.1977","1977","1977"
"114667","20023","Akquisition 1999/2001","01.01.1999","31.12.2001","1999","2001"
"114668","20024","Anfrage 1971","01.01.1971","31.12.1971","1971","1971"
"114669","20025","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"114670","20026","Anfrage 1990","01.01.1990","31.12.1990","1990","1990"
"114671","20027","Anfrage 1972","01.01.1972","31.12.1972","1972","1972"
"114672","20028","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"114673","20029","Anfrage 1991","01.01.1991","31.12.1991","1991","1991"
"114674","20030","Anfrage 1992","01.01.1992","31.12.1992","1992","1992"
"114675","20031","Vorprojekt 1999","01.01.1999","31.12.1999","1999","1999"
"114676","20032","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"114677","20033","Vorprojekt 1976","01.01.1976","31.12.1976","1976","1976"
"114679","20035","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"114680","20036","Projekt 1974","01.01.1974","31.12.1974","1974","1974"
"114681","20037","datiert 1976","01.01.1976","31.12.1976","1976","1976"
"114682","20038","Vorprojekt 1967/1969","01.01.1967","31.12.1969","1967","1969"
"114683","20039","Vorprojekt 1972","01.01.1972","31.12.1972","1972","1972"
"114684","20040","Vorprojekt 1990","01.01.1990","31.12.1990","1990","1990"
"114685","20041","Projekt 1965/1966","01.01.1965","31.12.1966","1965","1966"
"114686","20042","Projekt 1982","01.01.1982","31.12.1982","1982","1982"
"114688","20044","Vorprojekt 1965/1966","01.01.1965","31.12.1966","1965","1966"
"114689","20045","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"114690","20046","Vorprojekt 1990/1991","01.01.1990","31.12.1991","1990","1991"
"114691","20047","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"114742","20098","Anfrage 1964","01.01.1964","31.12.1964","1964","1964"
"114743","20099","Anfrage 1965","01.01.1965","31.12.1965","1965","1965"
"114745","20101","Anfrage 1974","01.01.1974","31.12.1974","1974","1974"
"114746","20102","Vorprojekt 1996, 2001/2002","01.01.1996","31.12.2002","1996","2002"
"114747","20103","Vorprojekt 2003","01.01.2003","31.12.2003","2003","2003"
"114748","20104","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"114751","20107","Vorprojekt 1999","01.01.1999","31.12.1999","1999","1999"
"114754","20110","Projekt 1964","01.01.1964","31.12.1964","1964","1964"
"114755","20111","Vorprojekt 1999","01.01.1999","31.12.1999","1999","1999"
"114756","20112","Vorprojekt 1975","01.01.1975","31.12.1975","1975","1975"
"114757","20113","Projektwettbewerb 1967: «Mandala», keine Auszeichnung","01.01.1967","31.12.1967","1967","1967"
"114758","20114","Vorprojekt 1997","01.01.1997","31.12.1997","1997","1997"
"114760","20116","Anfrage 1980","01.01.1980","31.12.1980","1980","1980"
"114761","20117","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"114762","20118","Anfrage 1971","01.01.1971","31.12.1971","1971","1971"
"114763","20119","Anfrage 1974","01.01.1974","31.12.1974","1974","1974"
"114765","20121","Anfrage 1985","01.01.1985","31.12.1985","1985","1985"
"114766","20122","Vorprojekt 1964/1965","01.01.1964","31.12.1965","1964","1965"
"114767","20123","Anfrage 1998","01.01.1998","31.12.1998","1998","1998"
"114769","20125","Vorprojekt 1980/1981","01.01.1980","31.12.1981","1980","1981"
"114771","20127","Anfrage 1994","01.01.1994","31.12.1994","1994","1994"
"114773","20129","Vorprojekt 1963","01.01.1963","31.12.1963","1963","1963"
"114775","20131","Anfrage 1977","01.01.1977","31.12.1977","1977","1977"
"114776","20132","Vorprojekt 1964","01.01.1964","31.12.1964","1964","1964"
"114777","20133","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"114779","20135","Anfrage 1963","01.01.1963","31.12.1963","1963","1963"
"114780","20136","Anfrage 1980","01.01.1980","31.12.1980","1980","1980"
"114782","20138","Anfrage 1989","01.01.1989","31.12.1989","1989","1989"
"114783","20139","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"114784","20140","Anfrage 1966/1967","01.01.1966","31.12.1967","1966","1967"
"114785","20141","Anfrage 1983","01.01.1983","31.12.1983","1983","1983"
"114786","20142","Vorprojekt 1979","01.01.1979","31.12.1979","1979","1979"
"114787","20143","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"114788","20144","Anfrage 1975","01.01.1975","31.12.1975","1975","1975"
"114789","20145","Statik 1956","01.01.1956","31.12.1956","1956","1956"
"114842","20198","Vorprojekt 1984","01.01.1984","31.12.1984","1984","1984"
"114844","20200","Wettbewerb 1988","01.01.1988","31.12.1988","1988","1988"
"114845","20201","Vorprojekt 1994","01.01.1994","31.12.1994","1994","1994"
"114846","20202","Vorprojekt 1983","01.01.1983","31.12.1983","1983","1983"
"114847","20203","Anfrage 1964/1966","01.01.1964","31.12.1966","1964","1966"
"114848","20204","Projekt 1970","01.01.1970","31.12.1970","1970","1970"
"114849","20205","Offerte 1969","01.01.1969","31.12.1969","1969","1969"
"114850","20206","Anfrage 1967","01.01.1967","31.12.1967","1967","1967"
"114851","20207","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"114852","20208","Vorschlag 1966","01.01.1966","31.12.1966","1966","1966"
"114853","20209","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"114855","20211","Anfrage 1991","01.01.1991","31.12.1991","1991","1991"
"114856","20212","Anfrage 1962","01.01.1962","31.12.1962","1962","1962"
"114857","20213","Wettbewerb (Präqualifikation) 1976","01.01.1976","31.12.1976","1976","1976"
"114860","20216","Vorprojekt 1992","01.01.1992","31.12.1992","1992","1992"
"114862","20218","Vorschlag 1968","01.01.1968","31.12.1968","1968","1968"
"114865","20221","Vorprojekt 1992","01.01.1992","31.12.1992","1992","1992"
"114866","20222","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"114868","20224","Anfrage 1984","01.01.1984","31.12.1984","1984","1984"
"114869","20225","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"114870","20226","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"114872","20228","Projekt 1980","01.01.1980","31.12.1980","1980","1980"
"114873","20229","Anfrage 1994","01.01.1994","31.12.1994","1994","1994"
"114874","20230","Anfrage 1960/1969","01.01.1960","31.12.1969","1960","1969"
"114875","20231","Projektwettbewerb 1964: «8181o», keine Auszeichnung","01.01.1964","31.12.1964","1964","1964"
"114876","20232","Vorprojekt 1984","01.01.1984","31.12.1984","1984","1984"
"114877","20233","Vorprojekt 1971","01.01.1971","31.12.1971","1971","1971"
"114879","20235","Vorprojekt 1987","01.01.1987","31.12.1987","1987","1987"
"114881","20237","Vorprojekt 1971","01.01.1971","31.12.1971","1971","1971"
"114882","20238","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"114883","20239","Vorschlag 1966","01.01.1966","31.12.1966","1966","1966"
"114884","20240","Anfrage 1967","01.01.1967","31.12.1967","1967","1967"
"114885","20241","Vorschlag 1966/1967","01.01.1966","31.12.1967","1966","1967"
"114888","20244","undatiert [1956/1962]","01.01.1956","31.12.1962","1956","1962"
"114890","20246","Anfrage 1992/1995","01.01.1992","31.12.1995","1992","1995"
"114891","20247","Vorprojekt 1981","01.01.1981","31.12.1981","1981","1981"
"114943","20299","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"114944","20300","Vorprojekt 1979","01.01.1979","31.12.1979","1979","1979"
"114947","20303","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"114948","20304","Anfrage 1971","01.01.1971","31.12.1971","1971","1971"
"114949","20305","Vorprojekt 1961","01.01.1961","31.12.1961","1961","1961"
"114950","20306","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"114952","20308","Anfrage 1982","01.01.1982","31.12.1982","1982","1982"
"114954","20310","datiert 04.1980","01.04.1980","30.04.1980","1980-04-01","1980-04-30"
"114955","20311","Vorprojekt 1964","01.01.1964","31.12.1964","1964","1964"
"114957","20313","Projekt 1998; nicht ausgeführt","01.01.1998","31.12.1998","1998","1998"
"114958","20314","Projekt 1963","01.01.1963","31.12.1963","1963","1963"
"114959","20315","Vorprojekt 1961","01.01.1961","31.12.1961","1961","1961"
"114960","20316","Anfrage 1981","01.01.1981","31.12.1981","1981","1981"
"114961","20317","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"114962","20318","Anfrage 1977","01.01.1977","31.12.1977","1977","1977"
"114965","20321","3 Projektvarianten 1970/1971, 1971, 1973; vermutlich nicht ausgeführt","31.01.1970","31.12.1973","1970","1973"
"114966","20322","Vorprojekt 1963","01.01.1963","31.12.1963","1963","1963"
"114967","20323","datiert 1987","01.01.1987","31.12.1987","1987","1987"
"114968","20324","Vorprojekt 1982; Projekt 1982/1983","01.01.1982","31.12.1983","1982","1983"
"114969","20325","Vorprojekt 1998","01.01.1998","31.12.1998","1998","1998"
"114970","20326","Projekt 1981/1982, Sanierung 1985/1986","01.01.1981","31.12.1986","1981","1986"
"114971","20327","Vorprojekt 1977","01.01.1977","31.12.1977","1977","1977"
"114972","20328","Vorprojekt 1975","01.01.1975","31.12.1975","1975","1975"
"114973","20329","Anfrage 1995","01.01.1995","31.12.1995","1995","1995"
"114974","20330","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"114976","20332","Verhandlungen 1983/1984","01.01.1983","31.12.1984","1983","1984"
"114977","20333","Anfrage 1976","01.01.1976","31.12.1976","1976","1976"
"114978","20334","Vorprojekt 1995","01.01.1995","31.12.1995","1995","1995"
"114979","20335","Anfrage 2005","01.01.2005","31.12.2005","2005","2005"
"114980","20336","Vorprojekt 1981/1982","01.01.1981","31.12.1982","1981","1982"
"114981","20337","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"114982","20338","Vorprojekt 1975","01.01.1975","31.12.1975","1975","1975"
"114983","20339","Anfrage 1986","01.01.1986","31.12.1986","1986","1986"
"114986","20342","Statik [1956/1957]","01.01.1956","31.12.1957","1956","1957"
"114987","20343","Anfrage 1976","01.01.1976","31.12.1976","1976","1976"
"114988","20344","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"114989","20345","Vorprojekt 1956","01.01.1956","31.12.1956","1956","1956"
"114990","20346","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"114991","20347","Projekt 1959","01.01.1959","31.12.1959","1959","1959"
"115042","20398","Anfrage 1975","01.01.1975","31.12.1975","1975","1975"
"115044","20400","Anfrage 1964","01.01.1964","31.12.1964","1964","1964"
"115045","20401","Anfrage 1967/1969","01.01.1967","31.12.1969","1967","1969"
"115046","20402","Vorprojekt [1965]","01.01.1965","31.12.1965","1965","1965"
"115047","20403","Anfrage 1975","01.01.1975","31.12.1975","1975","1975"
"115048","20404","Anfrage 1990","01.01.1990","31.12.1990","1990","1990"
"115049","20405","Anfrage 1975","01.01.1975","31.12.1975","1975","1975"
"115050","20406","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"115051","20407","Vorprojekt 1992","01.01.1992","31.12.1992","1992","1992"
"115054","20410","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"115055","20411","Anfrage 1976","01.01.1976","31.12.1976","1976","1976"
"115056","20412","Projekt 1959","01.01.1959","31.12.1959","1959","1959"
"115057","20413","Vorprojekt 1973","01.01.1973","31.12.1973","1973","1973"
"115058","20414","Offerte 1965/1966","01.01.1965","31.12.1966","1965","1966"
"115059","20415","Vorprojekt 2000","01.01.2000","31.12.2000","2000","2000"
"115061","20417","Vorprojekt 1976","01.01.1976","31.12.1976","1976","1976"
"115063","20419","Anfrage 1999","01.01.1999","31.12.1999","1999","1999"
"115065","20421","Vorprojekt 1968","01.01.1968","31.12.1968","1968","1968"
"115067","20423","Vorprojekt 1996","01.01.1996","31.12.1996","1996","1996"
"115069","20425","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"115072","20428","Vorprojekt 1996","01.01.1996","31.12.1996","1996","1996"
"115073","20429","Projekt 1980","01.01.1980","31.12.1980","1980","1980"
"115074","20430","Projektwettbewerb 1967: keine Auszeichnung","01.01.1967","31.12.1967","1967","1967"
"115075","20431","Vorprojekt 1962","01.01.1962","31.12.1962","1962","1962"
"115076","20432","Vorprojekt 1980/1983","01.01.1980","31.12.1983","1980","1983"
"115077","20433","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"115079","20435","Projekt 1973/1974","01.01.1973","31.12.1974","1973","1974"
"115080","20436","Vorprojekt 1961","01.01.1961","31.12.1961","1961","1961"
"115081","20437","Vorprojekt 1988","01.01.1988","31.12.1988","1988","1988"
"115082","20438","Anfrage 1977","01.01.1977","31.12.1977","1977","1977"
"115083","20439","Offerte 1963","01.01.1963","31.12.1963","1963","1963"
"115084","20440","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"115085","20441","Vorprojekt 1992","01.01.1992","31.12.1992","1992","1992"
"115086","20442","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"115089","20445","Projekt 1985","01.01.1985","31.12.1985","1985","1985"
"115091","20447","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"115143","20499","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"115144","20500","Vorprojekt 1965","01.01.1965","31.12.1965","1965","1965"
"115145","20501","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"115147","20503","Vorprojekte oder Wettbewerb 1997/1999","01.01.1997","31.12.1999","1997","1999"
"115148","20504","Vorprojekt 1969","01.01.1969","31.12.1969","1969","1969"
"115150","20506","Anfrage 1967","01.01.1967","31.12.1967","1967","1967"
"115151","20507","datiert 1979","01.01.1979","31.12.1979","1979","1979"
"115153","20509","Vorschlag 1964","01.01.1964","31.12.1964","1964","1964"
"115154","20510","Vorschlag 1964","01.01.1964","31.12.1964","1964","1964"
"115156","20512","Anfrage 1968","01.01.1968","31.12.1968","1968","1968"
"115157","20513","Anfrage 1980","01.01.1980","31.12.1980","1980","1980"
"115158","20514","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"115159","20515","Vorprojekt 1982/1983","01.01.1982","31.12.1983","1982","1983"
"115161","20517","Vorschlag 1966","01.01.1966","31.12.1966","1966","1966"
"115163","20519","Projekt 1976/1977","01.01.1976","31.12.1977","1976","1977"
"115164","20520","datiert 1997, 2002","01.01.1997","31.12.2002","1997","2002"
"115165","20521","Vorschlag 1966","01.01.1966","31.12.1966","1966","1966"
"115167","20523","Projekt 1978","01.01.1978","31.12.1978","1978","1978"
"115168","20524","Anfrage 1964/1966","01.01.1964","31.12.1966","1964","1966"
"115169","20525","Projekt 1965","01.01.1965","31.12.1965","1965","1965"
"115170","20526","Anfrage 1989","01.01.1989","31.12.1989","1989","1989"
"115171","20527","Wettbewerb 2001","01.01.2001","31.12.2001","2001","2001"
"115172","20528","Projekt 1972","01.01.1972","31.12.1972","1972","1972"
"115173","20529","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"115174","20530","Vorprojekt 1970","01.01.1970","31.12.1970","1970","1970"
"115175","20531","Vorschlag 1966","01.01.1966","31.12.1966","1966","1966"
"115176","20532","Vorprojekt 1955","01.01.1955","31.12.1955","1955","1955"
"115177","20533","Anfrage 1980","01.01.1980","31.12.1980","1980","1980"
"115179","20535","Vorprojekt 1974","01.01.1974","31.12.1974","1974","1974"
"115182","20538","Anfrage 1977","01.01.1977","31.12.1977","1977","1977"
"115184","20540","Anfrage 1974","01.01.1974","31.12.1974","1974","1974"
"115185","20541","Vorprojekt 1963/1965","01.01.1963","31.12.1965","1963","1965"
"115186","20542","Vorprojekt 1974","01.01.1974","31.12.1974","1974","1974"
"115188","20544","Anfrage 1962","01.01.1962","31.12.1962","1962","1962"
"115189","20545","Anfrage 1967","01.01.1967","31.12.1967","1967","1967"
"115190","20546","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"115191","20547","Projekt 1971/1972","01.01.1971","31.12.1972","1971","1972"
"115243","20599","Vorprojekt 1964","01.01.1964","31.12.1964","1964","1964"
"115245","20601","Vorprojekt 1968","01.01.1968","31.12.1968","1968","1968"
"115246","20602","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"115249","20605","Anfrage 1976","01.01.1976","31.12.1976","1976","1976"
"115251","20607","Vorprojekt 1986","01.01.1986","31.12.1986","1986","1986"
"115252","20608","Anfrage 1962/1964","01.01.1962","31.12.1964","1962","1964"
"115253","20609","Anfrage 1979","01.01.1979","31.12.1979","1979","1979"
"115254","20610","Projekt 1978","01.01.1978","31.12.1978","1978","1978"
"115255","20611","Anfrage 1977","01.01.1977","31.12.1977","1977","1977"
"115258","20614","Projekt 1988","01.01.1988","31.12.1988","1988","1988"
"115259","20615","Vorprojekt 1964","01.01.1964","31.12.1964","1964","1964"
"115261","20617","Anfrage 1973","01.01.1973","31.12.1973","1973","1973"
"115262","20618","Vorprojekt 1994","01.01.1994","31.12.1994","1994","1994"
"115263","20619","Anfrage 1974","01.01.1974","31.12.1974","1974","1974"
"115264","20620","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
"115268","20624","Vorprojekt 1957","01.01.1957","31.12.1957","1957","1957"
"115269","20625","Vorprojekt 1982","01.01.1982","31.12.1982","1982","1982"
"115270","20626","Anfrage 1980","01.01.1980","31.12.1980","1980","1980"
"115271","20627","Anfrage 1969","01.01.1969","31.12.1969","1969","1969"
"115272","20628","Vorprojekt 1977","01.01.1977","31.12.1977","1977","1977"
"115273","20629","Anfrage 1977/1989","01.01.1977","31.12.1989","1977","1989"
"115274","20630","Vorprojekt 1962","01.01.1962","31.12.1962","1962","1962"
"115275","20631","Anfrage 1989","01.01.1989","31.12.1989","1989","1989"
"115276","20632","Anfrage 1964","01.01.1964","31.12.1964","1964","1964"
"115278","20634","Vorprojekt 1990/1993","01.01.1990","31.12.1993","1990","1993"
"115279","20635","Anfrage 1974","01.01.1974","31.12.1974","1974","1974"
"115280","20636","Vorprojekt 1996","01.01.1996","31.12.1996","1996","1996"
"115282","20638","Vorprojekt 1986","01.01.1986","31.12.1986","1986","1986"
"115284","20640","datiert 1983","01.01.1983","31.12.1983","1983","1983"
"115285","20641","Anfrage 1983","01.01.1983","31.12.1983","1983","1983"
"115287","20643","Anfrage 2002","01.01.2002","31.12.2002","2002","2002"
"115288","20644","Anfrage 1977","01.01.1977","31.12.1977","1977","1977"
"115289","20645","Beratung 2002","01.01.2002","31.12.2002","2002","2002"
"115290","20646","Anfrage 1967","01.01.1967","31.12.1967","1967","1967"
"115291","20647","Anfrage 1981","01.01.1981","31.12.1981","1981","1981"
"115343","20699","Vorprojekt 1967","01.01.1967","31.12.1967","1967","1967"
"115345","20701","Vorprojekt 1990","01.01.1990","31.12.1990","1990","1990"
"115347","20703","Anfrage 1977","01.01.1977","31.12.1977","1977","1977"
"115348","20704","Vorprojekt 1999","01.01.1999","31.12.1999","1999","1999"
"115349","20705","Vorprojekt: 1965/1967","01.01.1965","31.12.1967","1965","1967"
"115351","20707","Vorprojekt 1995","01.01.1995","31.12.1995","1995","1995"
"115352","20708","Vorprojekt 1965","01.01.1965","31.12.1965","1965","1965"
"115353","20709","Anfrage 1966","01.01.1966","31.12.1966","1966","1966"
"115355","20711","Vorprojekt 1965","01.01.1965","31.12.1965","1965","1965"
"115356","20712","Vorprojekt 1975","01.01.1975","31.12.1975","1975","1975"
"115357","20713","Vorprojekt 1995","01.01.1995","31.12.1995","1995","1995"
"115358","20714","Vorprojekt 1966","01.01.1966","31.12.1966","1966","1966"
