_exported_at;_system_object_id;_id;_pool;_pool#de-DE;_pool#en-US;_tags#id;_tags#reference;_tags#shortname;_tags#de-DE;_tags#en-US;_standard#de-DE;_standard#en-US;oeu_legacy_person;oeu_legacy_place;oeu_legacy_chrono;oeu_legacy_note;oeu_nc_name#de-DE;oeu_nc_name#en-US;oeu_archive_exist_construct_timespan#from;oeu_archive_exist_construct_timespan#to;oeu_archive_exist_destruct_timespan#from;oeu_archive_exist_destruct_timespan#to;oeu_descr_legacy_person;oeu_descr_legacy_places;oeu_descr_legacy_chronology;oeu_archive_exist_construct_timespan#text#de-DE;oeu_archive_exist_construct_timespan#text#en-US;_id_parent;oeu_archive_exist_destruct_timespan#text#de-DE;oeu_archive_exist_destruct_timespan#text#en-US
"2023-03-24T15:12:04+01:00";"111638";"16994";"92";"gta Aarchives";"gta Archives";"30
91";;;"verify
Œuvres";"verify
Œuvres";"Architekten Suter & Suter : Garagenneubau Lausanne (Bezirk)";"Lausanne (District)";;;;;"Architekten Suter & Suter : Garagenneubau";"";"";"";;;"Ingenieur: Heinz Isler; Architekt: Suter & Suter (Lausanne)";"Objektort: Lausanne/VD";"Vorprojekt 11.1966";;;;;
"2023-03-24T15:12:04+01:00";"111639";"16995";"92";"gta Aarchives";"gta Archives";"19
91";;;"Select Isler Project
Œuvres";"Select Isler Project
Œuvres";"HIB : Broadland Sports Village : Tennishalle und Eventhalle Norwich, Woods Close (Straße) (Strasse) Norwich, Drayton High Road (Straße) (Strasse) Norwich, Boundary Road (Strand) (Strasse)";"HIB : Broadland Sports Village : Tennis Hall and Event Hall Norwich, Woods Close (roads) (Street) Norwich, Drayton High Road (roads) (Street) Norwich, Boundary Road (beaches) (Street)";;;;;"HIB : Broadland Sports Village : Tennishalle und Eventhalle";"HIB : Broadland Sports Village : Tennis Hall and Event Hall";"1986";"1987";;;"Ingenieur: Heinz Isler; Architekten: J. A. (Tony) Copeland, Haus + Herd (Herzogenbuchsee)";"Objektort: 2 Woods Close/Drayton High Road/Boundary Road, Norwich";"ausgeführt 1986/1987";" 1986 - 1987";"1986 to 1987";;;
"2023-03-24T15:12:04+01:00";"111640";"16996";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"HIB : Clydebank Sport Village : Multisporthalle : Bowlinghalle : Hallenbad Clydebank (Kleinstadt)";"HIB : Clydebank Sport Village : Multisport Hall : Bowling Hall : Indoor Swimming Pool Clydebank (town)";;;;;"HIB : Clydebank Sport Village : Multisporthalle : Bowlinghalle : Hallenbad";"HIB : Clydebank Sport Village : Multisport Hall : Bowling Hall : Indoor Swimming Pool";"1985";"1987";;;"Ingenieur: Heinz Isler; Architekt: Haus + Herd";"Objektort: Clydebank/UK";"Vorprojekt 1985/1987";" 1985 - 1987";"1985 to 1987";;;
"2023-03-24T15:12:04+01:00";"111641";"16997";"92";"gta Aarchives";"gta Archives";"19
91";;;"Select Isler Project
Œuvres";"Select Isler Project
Œuvres";"Antibakteria AG Rheinfelden (Politische Gemeinde)";"Rheinfelden (Municipality)";;;;;"Antibakteria AG";"";"1990";"1991";;;"Ingenieur: Heinz Isler; Bauherr(en): Antibakteria AG; Architekt: Roland Müller";"Objektort: (Olsbergerstrasse 8 ?) Rheinfelden/AG";"ausgeführt 1990/1991";;;;;
"2023-03-24T15:12:04+01:00";"111642";"16998";"92";"gta Aarchives";"gta Archives";"53
93";;;"Hierarchy ok!
Projekt";"Hierarchy ok!
Project";"Bauunternehmung W. Bösiger AG : Erweiterung Langenthal (Politische Gemeinde) [Bauunternehmung W. Bösiger AG : Erweiterung]";"Langenthal (Municipality) [Construction Company W. Bösiger AG : Extension]";;;;;"Bauunternehmung W. Bösiger AG : Erweiterung";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: (Gaswerkstrasse 25 oder 70 ?) Langenthal/BE";"Vorprojekt 1984";"";"";"22594";;
"2023-03-24T15:12:04+01:00";"111643";"16999";"92";"gta Aarchives";"gta Archives";"93
139";;;"Projekt
Isler verify";"Project
Isler verify";"Atom Unterstand Propisa Provincia de Barcelona Província de Barcelona (Provinz in Spanien)";"Provincia de Barcelona Província de Barcelona (province of Spain)";;;;;"Atom Unterstand Propisa";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Barcelona";"Anfrage 1982";"";"";"16949";;
"2023-03-24T15:12:04+01:00";"111644";"17000";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Fulterer Lustenau (Gemeinde in Österreich) [Fulterer]";"Lustenau (municipality of Austria) [Fulterer]";;;;;"Fulterer";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Lustenau";"Anfrage 1964 und 1966";"";"";"16950";;
"2023-03-24T15:12:04+01:00";"111645";"17001";"92";"gta Aarchives";"gta Archives";"92";;;"Gebautes Werk";"Built Work";"Besitzung Ried : Grossviehstall Heimiswil (Politische Gemeinde)";"Heimiswil (Municipality)";;;;;"Besitzung Ried : Grossviehstall";"";"1975";"1975";;;"Ingenieur: Heinz Isler; Architekt: W. Rüedi-Michaud (Gümmenen); Bauherr: Walter Tribolet (Chur)";"Objektort: Heimiswil/BE";"Projekt ausgeführt 1975";"";"";"16951";;
"2023-03-24T15:12:04+01:00";"111646";"17002";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Kilcher Wohnhaus [Kilcher Wohnhaus]";"[Kilcher House]";;;;;"Kilcher Wohnhaus";"";"";"";;;"Ingenieur: Heinz Isler";"";"Vorprojekt 1967";"";"";"16952";;
"2023-03-24T15:12:04+01:00";"111647";"17003";"92";"gta Aarchives";"gta Archives";"92
163";;;"Gebautes Werk
OK";"Built Work
OK";"Einfamilienhaus Bittel Meikirch (Politische Gemeinde) [Einfamilienhaus Bittel]";"Meikirch (Municipality) [Single-Family House Bittel]";;;;;"Einfamilienhaus Bittel";"";"1976";"1976";;;"Ingenieur: Heinz Isler; Architekt: Ulrich Schluep; Bauherr: Bittel";"Objektort: Meikirch/BE";"Projekt ausgeführt 1976";"";"";"16953";;
"2023-03-24T15:12:04+01:00";"111648";"17004";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Intrapolis : Trichterhaus [Intrapolis : Trichterhaus]";"[Intrapolis : Funnel House]";;;;;"Intrapolis : Trichterhaus";"";"";"";;;"Ingenieur: Heinz Isler; Entwurf: Walter Jonas; Architekt: Werner Plüss; erwähnt: (Dr.) Max Kappeler";"s.l.";"Acquisition 1972";"";"";"16954";;
"2023-03-24T15:12:04+01:00";"111649";"17005";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Exbier GmbH : Fabrikationshallen Heilbronn (Stadtkreis in Baden-Württemberg) [Exbier GmbH : Fabrikationshallen]";"Heilbronn (city district of Baden-Württemberg) [Exbier GmbH : Production Halls]";;;;;"Exbier GmbH : Fabrikationshallen";"";"";"";;;"Ingenieur: Heinz Isler; Architekten: Rödl & Kieferle (Böblingen)";"Objektort: Heilbronn";"Vorprojekt 1964";"";"";"16955";;
"2023-03-24T15:12:04+01:00";"111650";"17006";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Kirche auf den Antillen Greater Antilles (Inselgruppen) [Kirche auf den Antillen]";"Greater Antilles (island groups) [Church in the West Indies]";;;;;"Kirche auf den Antillen";"";"";"";;;"Ingenieur: Heinz Isler; Architekt: S.O.L.O.";"Objektort: Antillen";"Vorprojekt 2000";"";"";"16956";;
"2023-03-24T15:12:04+01:00";"111651";"17007";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Litco SA Châtel-Saint-Denis (Politische Gemeinde) [Litco SA]";"Châtel-Saint-Denis (Municipality) [Litco SA]";;;;;"Litco SA";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Châtel-Saint-Denis/FR";"Anfrage 1968";"";"";"16957";;
"2023-03-24T15:12:04+01:00";"111652";"17008";"92";"gta Aarchives";"gta Archives";"19
20
92
163";;;"Select Isler Project
Correspondance Boesigerliste
Gebautes Werk
OK";"Select Isler Project
Correspondance Boesigerliste
Built Work
OK";"Seehaus Knoch Sallach (Ortsteile) [Seehaus Knoch]";"Sallach (Ortsteile) [Lakeside House Knoch]";;;;;"Seehaus Knoch";"";"1968";"1968";;;"Ingenieur: Heinz Isler; Architekt: Max M. Gosch (Velden); Bauherr: Rolf Knoch (Klagenfurt); Fotograf: Kopr Foto Klagenfurt";"Objektort: Sallach, Pörtschach am Wörthersee";"ausgeführt 1968";"";"";"16958";;
"2023-03-24T15:12:04+01:00";"111653";"17009";"92";"gta Aarchives";"gta Archives";"19
20
92
163";;;"Select Isler Project
Correspondance Boesigerliste
Gebautes Werk
OK";"Select Isler Project
Correspondance Boesigerliste
Built Work
OK";"Büro- und Betriebsgebäude Buchversand Dr. Mende Eggenstein-Leopoldshafen, Kruppstrasse (Straße) [Büro- und Betriebsgebäude Buchversand Dr. Mende]";"Eggenstein-Leopoldshafen, Kruppstrasse (roads) [Office and Factory Building Book Dispatch Dr. Mende]";;;;;"Büro- und Betriebsgebäude Buchversand Dr. Mende";"";"1971";"1971";;;"Ingenieur: Heinz Isler; Architekt: Rudolf H. Maier (Pforzheim); Bauherr(en): Buchversand (Dr.) Mende (Karlsruhe)";"Objektort: Kruppenstrasse 6, Eggenstein-Leopoldshafen";"Vorprojekt: 1971; ausgeführt 1971; Erweiterung 1994 geplant; Dachbegrünung 1996 geplant";"";"";"16959";;
"2023-03-24T15:12:04+01:00";"111654";"17010";"92";"gta Aarchives";"gta Archives";"53
93";;;"Hierarchy ok!
Projekt";"Hierarchy ok!
Project";"Weberei Ganahl & Co. : Sanierung Frastanz, Schmittengasse (Straße) (Strasse) [Weberei Ganahl & Co. : Sanierung]";"Frastanz, Schmittengasse (roads) (Street) [Weaving Mill Ganahl & Co. : Renovation]";;;;;"Weberei Ganahl & Co. : Sanierung";"";"";"";;;"Ingenieur: Heinz Isler; Bauherr(en): Fenster + Fassadenbau Seraphin Pümpel + Söhne (Feldkirch)";"Objektort: Schmittengasse, Frastanz/Österreich";"Kontakt 1989, Projekt Nachisolierung 1996";"";"";"17974";;
"2023-03-24T15:12:04+01:00";"111655";"17011";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Rometal SA Romont (BE) (Politische Gemeinde) [Rometal SA]";"Romont (BE) (Municipality) [Rometal SA]";;;;;"Rometal SA";"";"";"";;;"Ingenieur: Heinz Isler; Architekt: (Dr.) Giuseppe Roncati (Chiasso)";"Objektort: Romont/FR";"Vorprojekt 1963";"";"";"16961";;
"2023-03-24T15:12:04+01:00";"111656";"17012";"92";"gta Aarchives";"gta Archives";"53
93";;;"Hierarchy ok!
Projekt";"Hierarchy ok!
Project";"Losinger & Co. AG (Vorspannsysteme Losinger VSL ?) : Werkstattgebäude Bern (Kanton) [Losinger & Co. AG (Vorspannsysteme Losinger VSL ?) : Werkstattgebäude]";"Bern (Canton) [Losinger & Co. AG (Prestressing Systems Losinger Vsl?) : Workshop Building]";;;;;"Losinger & Co. AG (Vorspannsysteme Losinger VSL ?) : Werkstattgebäude";"";"";"";;;"Ingenieure: Heinz Isler, Weder & Prim";"Objektort: Bern";"Vorprojekt 1956";"";"";"16962";;
"2023-03-24T15:12:04+01:00";"111657";"17013";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Sportzentrum am Bielersee u.a. Ipsach (Politische Gemeinde) [Sportzentrum am Bielersee u.a.]";"Sports Center at Lake Biel Ipsach (Municipality) [Sports Center at Lake Biel and Others]";;;;;"Sportzentrum am Bielersee u.a.";"Sports Center at Lake Biel";"1963";"1966";;;"Ingenieur: Heinz Isler; Architekten: Jürg Staempfli, Fred Knapp; Beteiligt: (Dr.) Oscar Hofer";"Objektort: Ipsach/BE";"Vorprojekt zwischen 1964 und 1966";"1963";"1963 to 1966";"16963";;
"2023-03-24T15:12:04+01:00";"111658";"17014";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Schweizerische Bundesbahnen SBB : Dachelemente für Wartehallen : Flughafen Kloten Kloten (Politische Gemeinde) [Schweizerische Bundesbahnen SBB : Dachelemente für Wartehallen : Flughafen Kloten]";"Kloten (Municipality) [Swiss Federal Railways SBB : Roof Elements for Waiting Halls : Kloten Airport]";;;;;"Schweizerische Bundesbahnen SBB : Dachelemente für Wartehallen : Flughafen Kloten";"";"";"";;;"Ingenieur: Heinz Isler; Architekt: Gebrüder Pfister";"Objektort: Kloten/ZH";"";"";"";"16964";;
"2023-03-24T15:12:04+01:00";"111659";"17015";"92";"gta Aarchives";"gta Archives";"92
163";;;"Gebautes Werk
OK";"Built Work
OK";"Schwimmbad Gianella Ronco sopra Ascona (Politische Gemeinde) [Schwimmbad Gianella]";"Ronco sopra Ascona (Municipality) [Swimming Pool Gianella]";;;;;"Schwimmbad Gianella";"";"1963";"1963";;;"Ingenieur: Heinz Isler; Bauherr: (Dr.) C. Gianella";"Objektort: Ronco/TI";"ausgeführt 1963";"";"";"16965";;
"2023-03-24T15:12:04+01:00";"111661";"17017";"92";"gta Aarchives";"gta Archives";"53
93";;;"Hierarchy ok!
Projekt";"Hierarchy ok!
Project";"Rick (Konfektionshaus, Bodenbeläge) Sargans (Politische Gemeinde) [Rick (Konfektionshaus, Bodenbeläge)]";"Sargans (Municipality) [Rick (Clothing Store, Flooring)]";;;;;"Rick (Konfektionshaus, Bodenbeläge)";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Sargans/SG";"Vorprojekt 1968";"";"";"20291";;
"2023-03-24T15:12:04+01:00";"111662";"17018";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Baugeschäft Neumatt Lorenzi Fritz : Einstellhalle : Neubau Derendingen (Politische Gemeinde) [Baugeschäft Neumatt Lorenzi Fritz : Einstellhalle : Neubau]";"Derendingen (Municipality) [Construction Business Neumatt Lorenzi Fritz : Garage]";;;;;"Baugeschäft Neumatt Lorenzi Fritz : Einstellhalle : Neubau";"";"";"";;;"Ingenieur: Heinz Isler; Bauherr: Fritz Lorenzi";"Objektort: Derendingen/SO";"Vorprojekt 1962";"";"";"16968";;
"2023-03-24T15:12:04+01:00";"111663";"17019";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Ins im Seeland Ins (Politische Gemeinde) [Ins im Seeland]";"Ins (Municipality) [Ins in Zealand]";;;;;"Ins im Seeland";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Ins/BE";"Notiz zwischen 1964 und 1966";"";"";"16969";;
"2023-03-24T15:12:04+01:00";"111664";"17020";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Firma Mautner Markhof : Lager- und Garagenneubau Wien (Bundeshauptstadt) [Firma Mautner Markhof : Lager- und Garagenneubau]";"Wien (federal capital) [Mautner Markhof Company : Storage and Garages]";;;;;"Firma Mautner Markhof : Lager- und Garagenneubau";"";"";"";;;"Ingenieur: Heinz Isler; Architekt: Franz Hoffmann/Isler";"Objektort: Wien";"Vorprojekt 1971";"";"";"16970";;
"2023-03-24T15:12:04+01:00";"111665";"17021";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Verzinkerei AG Däniken Däniken (Politische Gemeinde) [Verzinkerei AG Däniken]";"Däniken (Municipality) [Galvanizing AG Däniken]";;;;;"Verzinkerei AG Däniken";"";"";"";;;"Ingenieur: Heinz Isler; Ausführung: H. Heer & Co. AG";"Objektort: Däniken/SO";"Vorprojekt 1981";"";"";"16971";;
"2023-03-24T15:12:04+01:00";"111666";"17022";"92";"gta Aarchives";"gta Archives";"53
93";;;"Hierarchy ok!
Projekt";"Hierarchy ok!
Project";"Carl Spaeter AG Koblenz (Politische Gemeinde) [Carl Spaeter AG]";"Koblenz (Municipality) [Carl Spaeter AG]";;;;;"Carl Spaeter AG";"";"";"";;;"Ingenieur: Heinz Isler; Architekt: Hans Rudolf Stoll";"Objektort: Koblenz";"Vorprojekt 1962";"";"";"16972";;
"2023-03-24T15:12:04+01:00";"111667";"17023";"92";"gta Aarchives";"gta Archives";"53
93";;;"Hierarchy ok!
Projekt";"Hierarchy ok!
Project";"Carrosseriewerk Ramseier & Jenzer AG : Gesamtplanung Biel, Solothurnstrasse (Teile von bewohnten Orten) Biel, David-Moning-Strasse (Straße) [Carrosseriewerk Ramseier & Jenzer AG : Gesamtplanung]";"Biel, Solothurnstrasse (parts of inhabited places) Biel, David-Moning-Strasse (roads) [Car Body Factory Ramseier & Jenzer AG : Overall Planning]";;;;;"Carrosseriewerk Ramseier & Jenzer AG : Gesamtplanung";"";"";"";;;"Ingenieur: Heinz Isler; Architekten: Ernst Pfister (Bürogebäude und Trafostation), Walter Schwaar (Bern); Bauherr(en): Carrosseriewerk Ramseier & Jenzer AG";"Objektort: Solothurnstrasse 154/David Moning-Strasse, Biel";"Projekt 1958";"";"";"21288";;
"2023-03-24T15:12:04+01:00";"111668";"17024";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Industriehallen Interlaken (Politische Gemeinde) [Industriehallen]";"Interlaken (Municipality) [Industrial Hall]";;;;;"Industriehallen";"";"";"";;;"Ingenieur: Heinz Isler; Architekt: Armin Linder (Brienz)";"Objektort: Interlaken/BE";"Vorprojekt 2001/2002";"";"";"16974";;
"2023-03-24T15:12:04+01:00";"111670";"17026";"92";"gta Aarchives";"gta Archives";"53
92
163";;;"Hierarchy ok!
Gebautes Werk
OK";"Hierarchy ok!
Built Work
OK";"VW-Garage Gebrüder Dürst Davos, Talstrasse (Strasse) [VW Garage Gebrüder Dürst]";"VW-Garage Gebrüder Dürst Davos, Talstrasse (Street) [VW Garage Brothers Dürst]";;;;;"VW-Garage Gebrüder Dürst";"VW-Garage Gebrüder Dürst";"1961";"1961";;;"Ingenieur: Heinz Isler; Architekt: ARGE für Industriebau (Bern), Walter Müller; Bauherr(en): Gebrüder Dürst AG";"Objektort: (vermutlich ehemals) Talstrasse 28 E, Davos";"ausgeführt 1961; Messungen an Schalen 1963";"";"";"16976";;
"2023-03-24T15:12:04+01:00";"111671";"17027";"92";"gta Aarchives";"gta Archives";"93
139";;;"Projekt
Isler verify";"Project
Isler verify";"(DZ Bank ?) Berlin, Pariser Platz (Platz)";"Berlin, Pariser Platz (square)";;;;;"(DZ Bank ?)";"";"";"";;;"Ingenieur: Heinz Isler; Architekt: (Gehri, vermutlich) Frank O. Gehry";"Objektort: Pariser Platz, Berlin";"Vorprojekt 1996, Offerte Bösiger 1997";"";"";"16977";;
"2023-03-24T15:12:04+01:00";"111672";"17028";"92";"gta Aarchives";"gta Archives";"53
93";;;"Hierarchy ok!
Projekt";"Hierarchy ok!
Project";"Rexer Pforzheim (Stadtkreis in Baden-Württemberg) [Rexer]";"Pforzheim (city district of Baden-Württemberg) [Rexer]";;;;;"Rexer";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Pforzheim (oder Bauschlott, Neulingen ?)";"Projekt 1970";"";"";"20696";;
"2023-03-24T15:12:04+01:00";"111673";"17029";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Pfannenfabrik Epos : Neuüberdachung Olten (Bezirk) [Pfannenfabrik Epos : Neuüberdachung]";"Olten (District) [Pan Factory Epos : New Roofing]";;;;;"Pfannenfabrik Epos : Neuüberdachung";"";"";"";;;"Ingenieur: Heinz Isler; Architekt: Heer & Cie. (Heer + Co. AG)";"Objektort: Olten";"Vorprojekt 1969";"";"";"16979";;
"2023-03-24T15:12:04+01:00";"111674";"17030";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Fabrikationshallen Heinz Messmer Vaihingen (Stadtbezirk in Deutschland) [Fabrikationshallen Heinz Messmer]";"Vaihingen (Stadtbezirk) [Manufacturing Halls Heinz Messmer]";;;;;"Fabrikationshallen Heinz Messmer";"";"";"";;;"Ingenieur: Heinz Isler; Architekt: Albrecht Schirm";"Objektort: Vaihingen";"Vorprojekt 1964";"";"";"16980";;
"2023-03-24T15:12:04+01:00";"111675";"17031";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"HIB : Thyon 2000 : Konferenzsaal und Tennishalle Thyon [HIB : Thyon 2000 : Konferenzsaal und Tennishalle]";"Thyon [HIB : Thyon 2000 : Conference Room and Tennis Hall]";;;;;"HIB : Thyon 2000 : Konferenzsaal und Tennishalle";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Thyon, Vex/VS";"Vorprojekt 1977";"";"";"16981";;
"2023-03-24T15:12:04+01:00";"111676";"17032";"92";"gta Aarchives";"gta Archives";"30
93
139";;;"verify
Projekt
Isler verify";"verify
Project
Isler verify";"Diverse Anfrage mit wenig Material";"Diverse Anfrage mit wenig Material";;;;;"Diverse Anfrage mit wenig Material";"";"";"";;;"Ingenieur: Heinz Isler";"";"Undatiert";"";"";"16982";;
"2023-03-24T15:12:04+01:00";"111677";"17033";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Nord-Süd-Garage Felber & Engler : Ausstellungshalle Altdorf (UR) (Politische Gemeinde) [Nord-Süd-Garage Felber & Engler : Ausstellungshalle]";"Altdorf (UR) (Municipality) [North-South Garage Felber & Engler : Exhibition Hall]";;;;;"Nord-Süd-Garage Felber & Engler : Ausstellungshalle";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Altdorf/UR";"Anfrage 1964";"";"";"16983";;
"2023-03-24T15:12:04+01:00";"111678";"17034";"92";"gta Aarchives";"gta Archives";"92
163";;;"Gebautes Werk
OK";"Built Work
OK";"Deutsches Rotes Kreuz : Garage und Magazin (Einfamilienhaus Balz : Anbau) Leinfelden-Echterdingen, Gräbleswiesenweg (Straße) (Strasse) [Deutsches Rotes Kreuz: Garage und Magazin]";"Leinfelden-Echterdingen, Gräbleswiesenweg (roads) (Street) [German Red Cross: Garage and Magazine]";;;;;"Deutsches Rotes Kreuz : Garage und Magazin (Einfamilienhaus Balz : Anbau)";"";"1979";"1980";;;"Ingenieur: Heinz Isler";"Objektort: Gräbleswiesenweg 30, Leinfelden-Echterdingen";"ausgeführt 1979/1980";"";"";"16984";;
"2023-03-24T15:12:04+01:00";"111679";"17035";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Hoch- und Tiefbau-Unternehmung Johann Hackl : Einstellhalle Brunnen [Hoch- und Tiefbau-Unternehmung Johann Hackl : Einstellhalle]";"Brunnen [Building and Civil Engineering Company Johann Hackl : Parking Garage]";;;;;"Hoch- und Tiefbau-Unternehmung Johann Hackl : Einstellhalle";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Brunnen/SZ";"Vorprojekt 1964";"";"";"16985";;
"2023-03-24T15:12:04+01:00";"111680";"17036";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Müller und Laubscher Davos (Politische Gemeinde) [Müller und Laubscher]";"Davos (Municipality) [Müller and Laubscher]";;;;;"Müller und Laubscher";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Davos";"Projekt ca. 1970";"";"";"16986";;
"2023-03-24T15:12:04+01:00";"111681";"17037";"92";"gta Aarchives";"gta Archives";"53
92
163";;;"Hierarchy ok!
Gebautes Werk
OK";"Hierarchy ok!
Built Work
OK";"Härterei Gerster AG Egerkingen, Güterstrasse (Teile von bewohnten Orten) [Härterei Gerster AG]";"Egerkingen, Güterstrasse (parts of inhabited places) [Hardening Company Gerster AG]";;;;;"Härterei Gerster AG";"";"2001";"2001";;;"Ingenieur: Heinz Isler; Bauherr: Härterei Gerster AG; Architekt: Werner Heiri";"Objektort: Güterstrasse 5, Egerkingen/SO";"ausgeführt 2001";"";"";"16987";;
"2023-03-24T15:12:04+01:00";"111682";"17038";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Ingenieur E. Hauptmann, Essen Essen (Gemeinde in Belgien) [Ingenieur E. Hauptmann, Essen]";"Essen (municipality of Belgium) [Engineer E. Hauptmann, Essen]";;;;;"Ingenieur E. Hauptmann, Essen";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Essen";"Vorprojekt 1966/1967";"";"";"16988";;
"2023-03-24T15:12:04+01:00";"111683";"17039";"92";"gta Aarchives";"gta Archives";"53
93";;;"Hierarchy ok!
Projekt";"Hierarchy ok!
Project";"Chemisch Technische Produkte Blaser & Co. AG (heute Blaser Swisslube AG) („Blaha“) Rüegsbach, Winterseistrasse (Straße) [Chemisch Technische Produkte Blaser & Co. AG (heute Blaser Swisslube AG) („Blaha“)]";"Rüegsbach, Winterseistrasse (roads) [Chemical Technical Products Blaser & Co. AG (Today Blaser Swisslube AG) (""Blaha"")]";;;;;"Chemisch Technische Produkte Blaser & Co. AG (heute Blaser Swisslube AG) („Blaha“)";"";"";"";;;"Ingenieur: Heinz Isler; Bauherr(en): Chemisch Technische Produkte Blaser & Co. AG";"Objektort: Winterseistrasse, Hasle-Rüegsau/BE";"Projekt 1999";"";"";"20997";;
"2023-03-24T15:12:04+01:00";"111685";"17041";"92";"gta Aarchives";"gta Archives";"53
93";;;"Hierarchy ok!
Projekt";"Hierarchy ok!
Project";"Schuhgrosshandel JLCO J. Lüthi + Co. AG : Lagerhalle Buchmatt (Halle Expo 64 Lausanne) Burgdorf (Politische Gemeinde) [Schuhgrosshandel JLCO J. Lüthi + Co. AG : Lagerhalle Buchmatt (Halle Expo 64 Lausanne)]";"Burgdorf (Municipality) [Shoe Wholesale JLCO J. Lüthi + Co.AG : Buchmatt Warehouse (Hall Expo 64 Lausanne)]";;;;;"Schuhgrosshandel JLCO J. Lüthi + Co. AG : Lagerhalle Buchmatt (Halle Expo 64 Lausanne)";"";"";"";;;"Ingenieur: Heinz Isler; Mitarbeiter: A. Scherrer; Bauherr(en): Schuhgrosshandel JLCO J. Lüthi + Co. AG";"Objektort: Burgdorf/BE";"Vorprojekt 1964/1965";"";"";"19955";;
"2023-03-24T15:12:04+01:00";"111686";"17042";"92";"gta Aarchives";"gta Archives";"19
20
53
92
163";;;"Select Isler Project
Correspondance Boesigerliste
Hierarchy ok!
Gebautes Werk
OK";"Select Isler Project
Correspondance Boesigerliste
Hierarchy ok!
Built Work
OK";"Florélites Clause SA : Gartencenter RN 7 Saint-Fargeau-Ponthierry : Village d’Artisans (Künstlerateliers) Saint-Fargeau-Ponthierry, Route Nationale (Straße) (Strasse) Saint-Fargeau-Ponthierry, Avenue de Vila Nova de Famalicao (Straße) (Strasse) [Florélites Clause SA : Gartencenter RN 7 Saint-Fargeau-Ponthierry : Village d’Artisans (Künstlerateliers)]";"Saint-Fargeau-Ponthierry, Route Nationale (roads) (Street) Saint-Fargeau-Ponthierry, Avenue de Vila Nova de Famalicao (roads) (Street) [Florélites Clause SA : Garden Center RN 7 Saint-Fargeau-Ponthierry : Village D’Artisans (Artists’ Studios)]";;;;;"Florélites Clause SA : Gartencenter RN 7 Saint-Fargeau-Ponthierry : Village d’Artisans (Künstlerateliers)";"";"1977";"1977";;;"Ingenieur: Heinz Isler; Bauherr(en): Florelites Clause SA (Brétigny-sur-Orge/Frankreich)";"Objektort: Route nationale 7 / Avenue de Vila Nova de Famalicao, Saint-Fargeau-Ponthierry";"ausgeführt 1977";"";"";"19470";;
"2023-03-24T15:12:04+01:00";"111687";"17043";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Unterlagen zu Lichtkuppeln, Krananlagen und einer Versuchsschale [Unterlagen zu Lichtkuppeln, Krananlagen und einer Versuchsschale]";"[Documents on Domed Skylights, Crane Systems and a Test Shell]";;;;;"Unterlagen zu Lichtkuppeln, Krananlagen und einer Versuchsschale";"";"";"";;;"Ingenieur: Heinz Isler; Beteiligt: Eschmann AG, H. Hofstetter";"";"Datiert 1960/1967";"";"";"16993";;
